,P[Y=1],P[Y=2],P[Y=3],P[Y=4],P[Y=5],P[Y=6],P[Y=7],y_hat,y_avg,y_obs,residual1,residual2
xar,0.012244386,0.061689171,0.097264245,0.14188081,0.335312124,0.19478091,0.156828354,5,4.937983261,7,2.062016739,2
xas,0.000303118,0.004009747,0.012319304,0.031166965,0.164503735,0.219472142,0.568224988,7,6.286874832,7,0.713125168,0
xat,0.025337996,0.099333481,0.131793332,0.167412956,0.326646067,0.15314414,0.096332028,5,4.51545615,5,0.48454385,0
xau,0.580288753,0.262238462,0.09099687,0.041760843,0.022409292,0.002035275,0.000270505,1,1.670951304,1,-0.670951304,0
xav,0.469947804,0.296398026,0.123277891,0.064558188,0.04050796,0.004577687,0.000732444,1,1.925943313,1,-0.925943313,0
xaw,0.01059546,0.055914506,0.091026362,0.136257498,0.333913396,0.201842236,0.170450541,5,5.014307738,5,-0.014307738,0
xay,0.379782144,0.310345993,0.149730615,0.087469448,0.062617074,0.008470472,0.001584253,1,2.174541744,1,-1.174541744,0
xbi,0.834087247,0.127774369,0.026545933,0.008451325,0.002982504,0.000146802,1.18E-05,1,1.218955157,3,1.781044843,2
xbr,0.843208835,0.121643293,0.024638962,0.007705786,0.002665788,0.000127327,1.00E-05,1,1.205398417,1,-0.205398417,0
xdy,0.969108418,0.027100322,0.00302322,0.000626373,0.000138241,3.28E-06,1.49E-07,1,1.035596126,1,-0.035596126,0
xed,0.887974663,0.090234601,0.0158519,0.00448843,0.00139042,5.61E-05,3.86E-06,1,1.141269163,1,-0.141269163,0
xeg,0.011588468,0.059431216,0.094860332,0.139750222,0.334889005,0.197523716,0.16195704,5,4.967319387,7,2.032680613,2
xel,0.230177918,0.295339179,0.187312292,0.134245727,0.123685482,0.0233498,0.005889602,2,2.719529485,5,2.280470515,3
xem,0.628158137,0.242444752,0.077518961,0.033533712,0.016792867,0.001382341,0.000169231,1,1.573182366,1,-0.573182366,0
xer,0.30092552,0.309537535,0.171308457,0.110831361,0.089908083,0.014372033,0.003117012,2,2.434843098,1,-1.434843098,-1
xes,0.846533511,0.11938632,0.023953177,0.007441588,0.002555317,0.000120685,9.40E-06,1,1.200498544,1,-0.200498544,0
xet,0.022813183,0.09292451,0.126568629,0.164176,0.329667028,0.15967616,0.10417449,5,4.580685618,6,1.419314382,1
xeu,0.945601693,0.046331793,0.006221759,0.001463222,0.000370053,1.09E-05,5.85E-07,1,1.064703172,1,-0.064703172,0
xhe,0.549838924,0.273333027,0.099776174,0.047504298,0.026618409,0.002569638,0.000359531,1,1.736877278,1,-0.736877278,0
xho,0.988548481,0.010407146,0.000869245,0.000148091,2.66E-05,4.50E-07,1.58E-08,1,1.012698539,1,-0.012698539,0
xir,0.402420541,0.308193629,0.143179532,0.081338277,0.056288119,0.007273084,0.001306819,1,2.107926332,6,3.892073668,5
xka,0.532281367,0.2791741,0.104895279,0.051001992,0.029296854,0.002928425,0.000421983,1,1.776332074,1,-0.776332074,0
xkb,0.970397814,0.026018213,0.002864203,0.000588089,0.000128546,3.00E-06,1.35E-07,1,1.034040882,1,-0.034040882,0
xkc,0.000695399,0.007630949,0.02061248,0.04680114,0.20988843,0.238452227,0.475919374,7,6.07659043,3,-3.07659043,-4
xkd,0.452750968,0.300120164,0.128370509,0.068620286,0.044129466,0.005158773,0.000849835,1,1.970132773,1,-0.970132773,0
xke,0.344873424,0.311677459,0.159583674,0.097429185,0.073600786,0.010702211,0.00213326,1,2.283846122,2,-0.283846122,1
xkf,0.937404233,0.05283995,0.007452115,0.001812596,0.00047545,1.48E-05,8.33E-07,1,1.075162883,1,-0.075162883,0
xkg,0.803352698,0.14777874,0.033232329,0.011186449,0.004202804,0.000227249,1.97E-05,1,1.265868593,2,0.734131407,1
xkj,0.000549931,0.00637015,0.017861123,0.041842073,0.196645764,0.234058026,0.502672932,7,6.140529395,3,-3.140529395,-4
xkk,0.652008151,0.231559971,0.070982746,0.029788932,0.014400909,0.001126991,0.000132299,1,1.526924646,2,0.473075354,1
xkl,0.866605909,0.105504444,0.019922563,0.005932309,0.001943072,8.54E-05,6.29E-06,1,1.171383584,2,0.828616416,1
xkn,0.41560017,0.306504159,0.139326037,0.077886948,0.052862262,0.00665233,0.001168093,1,2.070536336,1,-1.070536336,0
xkp,0.00190465,0.016347289,0.037260224,0.073450975,0.267241236,0.245648318,0.358147307,7,5.757311041,3,-2.757311041,-4
xkq,0.261727563,0.303500578,0.180754854,0.123553303,0.107295938,0.018757375,0.004410388,2,2.585103155,3,0.414896845,1
xkr,0.245548958,0.29971441,0.184258278,0.128992314,0.115404704,0.020972703,0.005108633,2,2.652342035,6,3.347657965,4
xkt,0.66138421,0.227100759,0.068449965,0.02837969,0.013528134,0.001037474,0.000119768,1,1.509158271,2,0.490841729,1
xku,0.744272603,0.18342292,0.04710161,0.017417064,0.007279368,0.000460957,4.55E-05,1,1.361572461,1,-0.361572461,0
xkv,0.932748033,0.056494993,0.008174046,0.002023516,0.00054103,1.74E-05,9.99E-07,1,1.081170664,1,-0.081170664,0
xkw,0.18575574,0.277839936,0.194137656,0.14972949,0.151317704,0.032163124,0.00905635,2,2.935728257,5,2.064271743,3
xkx,0.752557471,0.178647616,0.045082717,0.016465373,0.006785173,0.000420826,4.08E-05,1,1.347698932,2,0.652301068,1
xky,0.422968349,0.305425019,0.137162212,0.075995087,0.051024954,0.006327432,0.001096946,1,2.05005336,2,-0.05005336,1
xkz,0.749571513,0.18037712,0.045807716,0.016805414,0.006960797,0.000434983,4.25E-05,1,1.352681638,1,-0.352681638,0
xla,0.811335192,0.142679574,0.031458408,0.010442976,0.003862462,0.000204007,1.74E-05,1,1.25349949,1,-0.25349949,0
xmb,0.48692866,0.292271803,0.118250437,0.060685655,0.037169304,0.004062473,0.000631668,1,1.88360923,1,-0.88360923,0
xmc,0.975968579,0.021305757,0.002200604,0.000432699,9.03E-05,1.96E-06,8.30E-08,1,1.027376629,1,-0.027376629,0
xmd,0.762646554,0.172733768,0.042655416,0.015341003,0.006212134,0.000375458,3.57E-05,1,1.331007436,1,-0.331007436,0
xmf,0.93726102,0.052952812,0.007474077,0.00181895,0.000477405,1.49E-05,8.38E-07,1,1.075346956,1,-0.075346956,0
xmg,0.871694215,0.10191495,0.018931901,0.005573182,0.001802406,7.77E-05,5.63E-06,1,1.16413028,1,-0.16413028,0
xmh,0.041560709,0.13447251,0.156501551,0.179182558,0.303555864,0.120984528,0.063742279,5,4.186623056,5,0.813376944,0
xmj,0.625667344,0.243543043,0.07820894,0.033938197,0.017057471,0.001411459,0.000173547,1,1.57810397,2,0.42189603,1
xmp,0.002707082,0.021199025,0.045347929,0.08483085,0.285923546,0.24283025,0.317161318,7,5.627200775,7,1.372799225,0
xmt,0.173693834,0.271662759,0.195317843,0.153946988,0.159929992,0.035204435,0.010244149,2,3.001346447,2,-1.001346447,0
xmu,0.000141293,0.00219708,0.007542766,0.020962902,0.127712267,0.195716678,0.645727014,7,6.443965862,7,0.556034138,0
xmv,0.939907549,0.050862568,0.00707077,0.001702906,0.000441907,1.35E-05,7.51E-07,1,1.071952703,1,-0.071952703,0
xmw,0.97894978,0.018757447,0.001862358,0.00035652,7.23E-05,1.50E-06,6.13E-08,1,1.023848922,1,-0.023848922,0
xmx,0.305509895,0.309976765,0.170132431,0.109389383,0.08806149,0.013935083,0.002994952,2,2.418300868,2,-0.418300868,0
xmy,0.001072707,0.010620555,0.026720591,0.057176063,0.234750007,0.244074632,0.425585444,7,5.948475781,7,1.051524219,0
xmz,0.60953113,0.250478765,0.082710487,0.036620763,0.018842727,0.001612279,0.00020385,1,1.610417428,2,0.389582572,1
xnb,0.002469903,0.019816356,0.043107646,0.081763582,0.281190902,0.243859774,0.327791838,7,5.662135895,5,-0.662135895,-2
xnn,0.954053023,0.039519404,0.005011632,0.001133272,0.000274719,7.56E-06,3.86E-07,1,1.054081495,1,-0.054081495,0
xnr,0.99299169,0.006449486,0.000472763,7.38E-05,1.21E-05,1.76E-07,5.52E-09,1,1.007665648,1,-0.007665648,0
xns,0.624978931,0.243845294,0.078399875,0.03405044,0.017131111,0.001419593,0.000174756,1,1.579467308,1,-0.579467308,0
xod,0.590581085,0.25822038,0.08806266,0.039910288,0.02110332,0.001877109,0.000245158,1,1.649346335,2,0.350653665,1
xog,0.994863638,0.004758851,0.000322294,4.77E-05,7.40E-06,9.85E-08,2.88E-09,1,1.005576693,1,-0.005576693,0
xoi,0.781083872,0.161647745,0.038311671,0.013383735,0.005243621,0.000301799,2.76E-05,1,1.30107111,1,-0.30107111,0
xok,0.176374608,0.273094272,0.195085953,0.153011644,0.157969776,0.034499247,0.0099645,2,2.986463449,3,0.013536551,1
xon,0.989277595,0.009762376,0.000800915,0.000134817,2.39E-05,3.97E-07,1.37E-08,1,1.01186627,1,-0.01186627,0
xoo,0.057152631,0.161465789,0.171425817,0.182594448,0.280782114,0.099887841,0.04669136,5,3.954816586,6,2.045183414,1
xop,0.676353441,0.219774438,0.064452098,0.026202364,0.012209705,0.000906143,0.000101812,1,1.481266132,1,-0.481266132,0
xor,0.212571912,0.289318077,0.190417435,0.140345349,0.133932805,0.02645639,0.006958032,2,2.800950354,5,2.199049646,3
xow,0.482097891,0.293490269,0.119679997,0.061773432,0.038096001,0.004203482,0.000658928,1,1.895525536,5,3.104474464,4
xpe,0.990623253,0.008567801,0.000677992,0.000111395,1.92E-05,3.06E-07,1.03E-08,1,1.010336533,1,-0.010336533,0
xpk,0.046609579,0.143799682,0.16203671,0.180856708,0.296071912,0.113376609,0.0572488,5,4.105106717,5,0.894893283,0
xrb,0.920953357,0.065624684,0.010072415,0.002597111,0.000725919,2.50E-05,1.52E-06,1,1.096598608,1,-0.096598608,0
xre,0.059090614,0.164480866,0.172887719,0.182713308,0.278044476,0.097697717,0.045085299,5,3.929574514,7,3.070425486,2
xru,0.006539019,0.040000909,0.072121147,0.117284095,0.323165701,0.221812276,0.219076852,5,5.252280786,5,-0.252280786,0
xrw,0.249693356,0.300761871,0.183387096,0.127589619,0.113270468,0.020378945,0.004918645,2,2.634793388,5,2.365206612,3
xsb,0.953142312,0.04025872,0.005139017,0.001167312,0.000284345,7.89E-06,4.05E-07,1,1.055217943,1,-0.055217943,0
xse,0.521201143,0.282643674,0.108143174,0.053280685,0.031088753,0.003176292,0.000466279,1,1.801806224,1,-0.801806224,0
xsh,0.154029241,0.260060204,0.196411975,0.160735328,0.175178627,0.040962597,0.012622027,2,3.116349798,1,-2.116349798,-1
xsi,0.907704131,0.075669383,0.012315362,0.003306898,0.000966295,3.56E-05,2.28E-06,1,1.114277925,1,-0.114277925,0
xsl,0.329018924,0.311423927,0.163919448,0.10215449,0.079138523,0.011900722,0.002443966,1,2.336447791,3,0.663552209,2
xsm,0.97067186,0.025787817,0.002830658,0.000580063,0.000126526,2.94E-06,1.32E-07,1,1.033710935,1,-0.033710935,0
xsn,0.907780931,0.07561178,0.012302042,0.003302588,0.0009648,3.56E-05,2.28E-06,1,1.114174402,1,-0.114174402,0
xsp,0.764957066,0.171364226,0.042104468,0.015088834,0.006085257,0.000365588,3.46E-05,1,1.327215996,2,0.672784004,1
xsq,0.925966012,0.061766796,0.009253794,0.002346528,0.000644033,2.16E-05,1.28E-06,1,1.090005559,1,-0.090005559,0
xsr,0.904801941,0.077840882,0.012821307,0.003471433,0.001023655,3.83E-05,2.48E-06,1,1.118198805,1,-0.118198805,0
xsu,0.673307349,0.221285754,0.065260937,0.026638239,0.012470689,0.000931759,0.000105272,1,1.486895533,1,-0.486895533,0
xsy,0.297134869,0.309134099,0.172271024,0.1120312,0.091462696,0.014744146,0.003221966,2,2.448673056,2,-0.448673056,0
xta,0.797159322,0.15168858,0.034625973,0.011779321,0.004478586,0.000246507,2.17E-05,1,1.275555637,1,-0.275555637,0
xtb,0.434669922,0.303518213,0.13371499,0.0730457,0.048216849,0.005841783,0.000992542,1,2.018116862,3,0.981883138,2
xtc,0.787858588,0.157483918,0.036746559,0.012696023,0.004912415,0.000277533,2.50E-05,1,1.290252215,2,0.709747785,1
xtd,0.590095853,0.258412791,0.088200579,0.039996516,0.021163626,0.00188433,0.000246305,1,1.650357481,2,0.349642519,1
xte,0.848269266,0.118203243,0.023597144,0.007305256,0.002498683,0.000117311,9.10E-06,1,1.197949165,1,-0.197949165,0
xti,0.494905746,0.290183417,0.115891711,0.05891341,0.035677965,0.003838809,0.000588942,1,1.864146625,1,-0.864146625,0
xtj,0.494315452,0.290341185,0.116066156,0.059043533,0.035786687,0.003854978,0.000592009,1,1.865577789,1,-0.865577789,0
xtl,0.677451942,0.219226863,0.064161007,0.026046073,0.012116487,0.00089704,0.000100587,1,1.479241768,1,-0.479241768,0
xtm,0.720951178,0.196470567,0.052903818,0.020234639,0.008789894,0.000589041,6.09E-05,1,1.401452082,1,-0.401452082,0
xtn,0.828146116,0.131719714,0.02780761,0.00895321,0.003199715,0.000160513,1.31E-05,1,1.227874725,1,-0.227874725,0
xtp,0.515679216,0.284308871,0.109766063,0.054437138,0.032012359,0.003306454,0.0004899,1,1.814673512,4,2.185326488,3
xts,0.365139917,0.311209003,0.153907039,0.091572291,0.06703289,0.009344388,0.001794472,1,2.219360289,5,2.780639711,4
xtt,0.388094528,0.309668584,0.147336872,0.085188302,0.060225279,0.008010292,0.001476142,1,2.149716664,2,-0.149716664,1
xtu,0.570712786,0.265856612,0.093742729,0.043523509,0.023676041,0.0021922,0.000296123,1,1.691354498,2,0.308645502,1
xtw,0.005559141,0.035661588,0.066446727,0.11099195,0.31775056,0.227209146,0.236380888,5,5.326864189,4,-1.326864189,-1
xty,0.45854598,0.298918288,0.126654868,0.067235536,0.042881039,0.004955877,0.000808412,1,1.955088647,2,0.044911353,1
xua,0.60528982,0.252249676,0.083902447,0.037343866,0.019332937,0.001668724,0.00021253,1,1.619036714,1,-0.619036714,0
xub,0.909974661,0.073963394,0.011923117,0.003180428,0.000922608,3.37E-05,2.14E-06,1,1.111222445,1,-0.111222445,0
xug,0.04662335,0.143824285,0.162050776,0.180860409,0.296051589,0.113357004,0.057232588,5,4.104893966,3,-1.104893966,-2
xuj,0.909722322,0.074153301,0.011966553,0.003194386,0.000927411,3.39E-05,2.15E-06,1,1.111561497,1,-0.111561497,0
xuo,0.74860041,0.180937548,0.046044145,0.016916722,0.007018516,0.000439661,4.30E-05,1,1.354306362,1,-0.354306362,0
xut,0.000411148,0.005085495,0.014918553,0.036301416,0.18064157,0.227489974,0.535151845,7,6.214754066,7,0.785245934,0
xuu,0.925246581,0.062322483,0.009370232,0.002381878,0.000655483,2.20E-05,1.31E-06,1,1.090948541,1,-0.090948541,0
xvi,0.719538221,0.197242256,0.053260813,0.020411964,0.008887267,0.000597565,6.19E-05,1,1.40390815,1,-0.40390815,0
xwa,0.047031326,0.14455125,0.162465107,0.18096809,0.295449781,0.112778801,0.056755647,5,4.098612738,5,0.901387262,0
xwe,0.963470928,0.031795863,0.003740476,0.000803526,0.000184336,4.65E-06,2.22E-07,1,1.042449314,1,-0.042449314,0
xwg,0.531778758,0.279335152,0.105042338,0.051104153,0.029376396,0.002939297,0.000423906,1,1.777477793,2,0.222522207,1
xwl,0.937544969,0.052729013,0.007430548,0.00180636,0.000473532,1.48E-05,8.28E-07,1,1.074982037,1,-0.074982037,0
xwr,0.574817268,0.2643201,0.092563984,0.042763136,0.023126871,0.002123749,0.000284892,1,1.682573058,1,-0.682573058,0
xxk,0.758003099,0.17546902,0.043768248,0.015853785,0.006472001,0.000395873,3.80E-05,1,1.338662082,1,-0.338662082,0
yaa,0.530132285,0.279860305,0.105524268,0.051439615,0.029638111,0.002975152,0.000430263,1,1.781237472,1,-0.781237472,0
yab,0.297649662,0.309191048,0.17214084,0.111867858,0.091250077,0.014693024,0.003207492,2,2.44678668,1,-1.44678668,-1
yac,0.798229052,0.151016163,0.034384195,0.011675917,0.004430212,0.000243102,2.14E-05,1,1.273876815,1,-0.273876815,0
yad,0.561467788,0.269238042,0.096407225,0.045263023,0.024947899,0.00235316,0.000322863,1,1.711336132,2,0.288663868,1
yae,0.49657505,0.289734487,0.115398487,0.058546313,0.035371905,0.003793409,0.000580348,1,1.860107155,1,-0.860107155,0
yaf,0.989018332,0.009991841,0.000825078,0.000139491,2.48E-05,4.15E-07,1.45E-08,1,1.012161945,1,-0.012161945,0
yag,0.000712454,0.00777407,0.0209174,0.047338864,0.211268051,0.238855213,0.473133948,7,6.069777418,5,-1.069777418,-2
yah,0.619802294,0.246100061,0.07983887,0.034900738,0.017691984,0.001481971,0.000184081,1,1.589762292,2,0.410237708,1
yai,0.722143675,0.195817601,0.052602998,0.020085572,0.008708247,0.000581918,6.00E-05,1,1.399382821,2,0.600617179,1
yaj,0.929697232,0.058873968,0.008655705,0.00216652,0.000586262,1.92E-05,1.12E-06,1,1.08513267,1,-0.08513267,0
yak,0.113452564,0.228880894,0.194143097,0.173686373,0.212321456,0.057264125,0.020251491,2,3.395341604,5,1.604658396,3
yal,0.925110686,0.062427372,0.009392266,0.002388579,0.000657658,2.21E-05,1.32E-06,1,1.091126786,1,-0.091126786,0
yam,0.957291974,0.036879455,0.004564784,0.001015243,0.000241751,6.47E-06,3.23E-07,1,1.050056044,1,-0.050056044,0
yao,0.994967069,0.004664958,0.000314329,4.64E-05,7.16E-06,9.48E-08,2.76E-09,1,1.005461911,1,-0.005461911,0
yaq,0.706913343,0.204041184,0.056477233,0.022030236,0.009788156,0.000677891,7.20E-05,1,1.426060182,4,2.573939818,3
yar,0.02959621,0.109476515,0.139585914,0.171788756,0.32099063,0.143248237,0.085313738,5,4.416100744,4,-0.416100744,-1
yas,0.92330003,0.063822636,0.009687054,0.002478559,0.000686971,2.33E-05,1.40E-06,1,1.093505457,1,-0.093505457,0
yat,0.753088706,0.178338924,0.044954045,0.016405224,0.006754219,0.000418343,4.05E-05,1,1.346814508,2,0.653185492,1
yau,0.276275809,0.306236841,0.177390047,0.118752282,0.100490495,0.01698228,0.003872245,2,2.527380635,1,-1.527380635,-1
yav,0.766401692,0.170505058,0.041760941,0.014932172,0.006006742,0.000359513,3.39E-05,1,1.324851283,2,0.675148717,1
yaw,0.007651338,0.044657381,0.077942382,0.123444562,0.327603032,0.215945003,0.202756302,5,5.177550787,5,-0.177550787,0
yay,0.956377603,0.037626413,0.004689937,0.00104808,0.000250858,6.77E-06,3.40E-07,1,1.051189844,1,-0.051189844,0
yaz,0.97582715,0.021426176,0.002216956,0.000436437,9.12E-05,1.98E-06,8.42E-08,1,1.027544676,1,-0.027544676,0
yba,0.956181142,0.03778673,0.00471693,0.001055185,0.000252835,6.83E-06,3.44E-07,1,1.05143372,1,-0.05143372,0
ybb,0.966551358,0.02923719,0.003344221,0.000704781,0.000158403,3.87E-06,1.80E-07,1,1.038693998,1,-0.038693998,0
ybe,0.060262344,0.166272128,0.173736988,0.182760181,0.276401802,0.096411198,0.04415536,5,3.914622003,4,0.085377997,-1
ybh,0.81737218,0.138778335,0.030133889,0.009896137,0.003616147,0.000187561,1.57E-05,1,1.244231417,2,0.755768583,1
ybi,0.60932159,0.250566769,0.082769292,0.03665631,0.018866737,0.00161503,0.000204271,1,1.610842011,2,0.389157989,1
ybj,0.872737189,0.101175633,0.018730451,0.005500748,0.001774283,7.62E-05,5.50E-06,1,1.162649896,1,-0.162649896,0
ybk,0.420149687,0.305849067,0.137990674,0.076715633,0.051721371,0.00644992,0.001123648,1,2.057854286,2,-0.057854286,1
ybl,0.908300253,0.075222086,0.012212072,0.003273502,0.000954724,3.51E-05,2.24E-06,1,1.113474692,1,-0.113474692,0
ybm,0.84836378,0.11813873,0.023577797,0.007297865,0.002495619,0.000117129,9.08E-06,1,1.197810521,1,-0.197810521,0
ybn,0.088042037,0.202896703,0.187935008,0.179973607,0.24042943,0.072270785,0.028452431,5,3.612473766,6,2.387526234,1
ybo,0.833735691,0.128008879,0.026620165,0.008480666,0.002995115,0.00014759,1.19E-05,1,1.219480984,1,-0.219480984,0
ybx,0.479181775,0.29420874,0.120543278,0.062435406,0.038664188,0.004290701,0.000675912,1,1.902767242,2,0.097232758,1
yby,0.753867073,0.177886085,0.044765687,0.016317285,0.006709023,0.000414724,4.01E-05,1,1.345519763,1,-0.345519763,0
ych,0.283139832,0.307319766,0.175740951,0.11651884,0.097428514,0.016208346,0.003643751,2,2.50097648,3,0.49902352,1
ycl,0.658133831,0.228658008,0.069325553,0.028864243,0.013826519,0.001067851,0.000123995,1,1.515291144,1,-0.515291144,0
ycn,0.423115525,0.305402498,0.137118932,0.075957572,0.050988808,0.006321097,0.001095569,1,2.049647204,1,-1.049647204,0
ycp,0.125841038,0.239579573,0.195639376,0.169978573,0.200067474,0.051493989,0.017399977,2,3.302933749,3,-0.302933749,1
ydd,0.786108927,0.158563927,0.037149137,0.012872019,0.004996713,0.000283663,2.56E-05,1,1.293037111,1,-0.293037111,0
yde,0.667621141,0.224079019,0.066777273,0.027461708,0.012967792,0.000981075,0.000111992,1,1.497467184,2,0.502532816,1
ydg,0.543968803,0.275332108,0.101483573,0.048658385,0.027492547,0.002685166,0.000379417,1,1.749946934,2,0.250053066,1
yea,0.890896221,0.088106544,0.015314215,0.004304208,0.001322503,5.27E-05,3.59E-06,1,1.137222747,1,-0.137222747,0
yee,0.722798623,0.195458324,0.052437966,0.020003932,0.008663611,0.000578033,5.95E-05,1,1.398247731,2,0.601752269,1
yei,0.00675444,0.040923513,0.073295633,0.118550629,0.324148764,0.220653191,0.21567383,5,5.237070655,7,1.762929345,2
yel,0.966410001,0.029354973,0.003362179,0.000709211,0.000159553,3.90E-06,1.81E-07,1,1.038865771,1,-0.038865771,0
yer,0.97608103,0.021209983,0.002187621,0.000429734,8.96E-05,1.94E-06,8.22E-08,1,1.027243059,1,-0.027243059,0
yes,0.967537162,0.028414794,0.003219595,0.000674166,0.000150483,3.63E-06,1.67E-07,1,1.037497582,1,-0.037497582,0
yet,0.570250767,0.266028217,0.09387558,0.043609557,0.023738449,0.002200019,0.000297411,1,1.692346404,1,-0.692346404,0
yeu,0.86766628,0.10475879,0.019715048,0.005856684,0.001913282,8.38E-05,6.14E-06,1,1.169867796,1,-0.169867796,0
yev,0.554516976,0.271707103,0.098418693,0.046595513,0.025936744,0.002480615,0.000344356,1,1.726547216,2,0.273452784,1
yey,0.985291966,0.013267413,0.001187844,0.000212053,4.00E-05,7.34E-07,2.74E-08,1,1.016442947,2,0.983557053,1
ygl,0.530776983,0.279655118,0.105335529,0.051308115,0.029535424,0.002961068,0.000427764,1,1.779764138,2,0.220235862,1
ygp,0.568198157,0.266787288,0.094466193,0.043992967,0.024017162,0.002235039,0.000303195,1,1.696761583,1,-0.696761583,0
ygr,0.962108311,0.032922422,0.003918956,0.000848668,0.000196379,5.02E-06,2.42E-07,1,1.044118417,1,-0.044118417,0
ygw,0.949273722,0.043385059,0.005688375,0.001316016,0.000326975,9.36E-06,4.92E-07,1,1.060067513,1,-0.060067513,0
yha,0.17233576,0.270924386,0.195428315,0.154420215,0.160933415,0.035568423,0.010389486,2,3.008954354,2,-1.008954354,0
yhl,0.58090608,0.262001216,0.090820368,0.041648568,0.022329358,0.002025487,0.000268923,1,1.66964606,2,0.33035394,1
yia,0.006564187,0.040109245,0.07225962,0.11743405,0.323283982,0.221676314,0.218672601,5,5.250483741,5,-0.250483741,0
yif,0.406874068,0.307657787,0.141880127,0.080162353,0.055110018,0.00705743,0.001258217,1,2.095181625,2,-0.095181625,1
yig,0.743198223,0.184036817,0.047365081,0.017542361,0.007345047,0.000466359,4.61E-05,1,1.363382714,1,-0.363382714,0
yih,0.424715208,0.305155288,0.136648371,0.075550503,0.050597304,0.006252618,0.001080709,1,2.045240095,3,0.954759905,2
yii,0.172670162,0.271107026,0.195401557,0.154303733,0.160685686,0.03547837,0.010353466,2,3.00707673,2,-1.00707673,0
yij,0.139877122,0.250396872,0.196423946,0.165479811,0.187189165,0.045858454,0.01477463,2,3.206380907,1,-2.206380907,-1
yik,0.40223958,0.308214636,0.143232266,0.081386268,0.056336439,0.007281977,0.001308832,1,2.108446611,2,-0.108446611,1
yil,0.001316583,0.012398651,0.030133294,0.062648797,0.246496225,0.24546081,0.40154564,7,5.88317442,7,1.11682558,0
yim,0.973266598,0.023599175,0.002517571,0.000506002,0.000108115,2.43E-06,1.06E-07,1,1.030597585,1,-0.030597585,0
yin,0.78656754,0.158281153,0.037043504,0.012825779,0.004974534,0.000282047,2.54E-05,1,1.292306527,2,0.707693473,1
yip,0.434887915,0.303480479,0.133650666,0.072991394,0.04816578,0.005833074,0.000990692,1,2.017528635,2,-0.017528635,1
yiq,0.309372815,0.31030613,0.169131806,0.108182133,0.08653341,0.013577643,0.002896063,2,2.404514374,3,0.595485626,1
yir,0.626298592,0.243265396,0.07803395,0.033835446,0.016990139,0.001404033,0.000172444,1,1.57685502,1,-0.57685502,0
yis,0.687678617,0.214064452,0.061466554,0.024613793,0.011271203,0.000815626,8.98E-05,1,1.460540411,1,-0.460540411,0
yit,0.462773795,0.298007649,0.125402795,0.066235492,0.041988394,0.004812463,0.000779412,1,1.944212077,3,1.055787923,2
yiu,0.42466757,0.305162714,0.136662388,0.075562607,0.050608926,0.006254647,0.001081148,1,2.045371142,2,-0.045371142,1
yiv,0.663868746,0.225902312,0.067782457,0.028012149,0.013303005,0.001014712,0.000116618,1,1.504488964,2,0.495511036,1
yix,0.592482729,0.257463489,0.087522556,0.039573325,0.020868165,0.001849026,0.000240709,1,1.645390623,2,0.354609377,1
yiz,0.491405929,0.291111293,0.116926228,0.059687282,0.036326367,0.003935557,0.000607345,1,1.872652915,1,-0.872652915,0
yka,0.813734782,0.141133535,0.030930157,0.010224027,0.003763425,0.000197356,1.67E-05,1,1.249806721,1,-0.249806721,0
ykg,0.061104682,0.167545466,0.174331983,0.182782819,0.275226876,0.0955032,0.043504975,5,3.904011243,5,1.095988757,0
yki,0.415227347,0.306556225,0.139435361,0.077983391,0.052956687,0.00666918,0.00117181,1,2.071580627,2,-0.071580627,1
ykl,0.469398103,0.296524205,0.12344071,0.064685838,0.040619893,0.004595304,0.000735946,1,1.927334909,2,0.072665091,1
ykm,0.753365412,0.178178016,0.044887061,0.016373936,0.00673813,0.000417054,4.04E-05,1,1.34635408,1,-0.34635408,0
yko,0.737535647,0.187252003,0.048759934,0.01820991,0.007697344,0.000495599,4.96E-05,1,1.372966352,1,-0.372966352,0
ykr,0.773127282,0.166476022,0.040171308,0.014212989,0.005649359,0.000332179,3.09E-05,1,1.313901097,1,-0.313901097,0
ykt,0.257685675,0.30263006,0.181655224,0.124902672,0.109266492,0.019285635,0.004574242,2,2.601588121,2,-0.601588121,0
yla,0.71005508,0.20236546,0.055672391,0.021621818,0.009558721,0.000657187,6.93E-05,1,1.420512575,1,-0.420512575,0
yle,0.773036485,0.166530734,0.040192662,0.014222587,0.005654095,0.000332538,3.09E-05,1,1.314048284,1,-0.314048284,0
ylg,0.546549627,0.274458873,0.100732373,0.048149099,0.02710563,0.002633841,0.000370556,1,1.74418598,2,0.25581402,1
yli,0.863859557,0.107429897,0.020462613,0.006130099,0.0020214,8.98E-05,6.66E-06,1,1.175319854,1,-0.175319854,0
yll,0.847833647,0.118500465,0.023686367,0.007339368,0.002512829,0.000118152,9.17E-06,1,1.198588413,1,-0.198588413,0
ylm,0.449804026,0.300710602,0.1292426,0.069330707,0.044775562,0.005264834,0.000871668,1,1.977844351,1,-0.977844351,0
yln,0.043667002,0.138439881,0.158905713,0.179961569,0.300427719,0.117705085,0.060893031,5,4.1517305,4,-0.1517305,-1
ylo,0.451425221,0.300387527,0.128762874,0.068939364,0.044419181,0.005206242,0.000859591,1,1.973596849,2,0.026403151,1
ylr,0.00029688,0.00394504,0.012158279,0.030840451,0.163430081,0.218888386,0.570440882,7,6.291590499,7,0.708409501,0
